Year,Primary Type,Description,Location Description,Latitude,Longitude
2023,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,41.865412869,-87.722709399
2023,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,41.912698673,-87.771574537
2023,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.695908161,-87.595822806
2023,ASSAULT,SIMPLE,OTHER (SPECIFY),41.871371147,-87.627514417
2023,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.977656175,-87.697229439
2023,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,41.781203314,-87.615649592
2023,MOTOR VEHICLE THEFT,AUTOMOBILE,VACANT LOT / LAND,41.766067682,-87.658995139
2023,BATTERY,SIMPLE,RESTAURANT,41.946021295,-87.655565552
2023,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.814846583,-87.615391506
2023,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,41.899593359,-87.721329659
2023,THEFT,OVER $500,SIDEWALK,41.878484106,-87.754032016
2023,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA TRAIN,41.716679404,-87.62274113
2023,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOTEL / MOTEL,41.884486217,-87.628908795
2023,THEFT,$500 AND UNDER,STREET,41.778767526,-87.683627986
2023,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,SIDEWALK,41.878882923,-87.724497977
2023,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,41.934847455,-87.722165132
2023,THEFT,FROM BUILDING,OTHER (SPECIFY),41.742991296,-87.632025815
2023,THEFT,$500 AND UNDER,STREET,41.822726936,-87.608211679
2023,THEFT,OVER $500,RESIDENCE,41.712217613,-87.612681735
2023,ASSAULT,SIMPLE,STREET,41.855819054,-87.676957248
2023,THEFT,$500 AND UNDER,STREET,41.889354616,-87.667094618
2023,ASSAULT,AGGRAVATED - HANDGUN,STREET,41.951805975,-87.660209812
2023,BATTERY,SIMPLE,CTA TRAIN,41.915990756,-87.687370839
2023,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),41.871811902,-87.627340674
2023,THEFT,$500 AND UNDER,STREET,41.894132532,-87.689254962
2023,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,41.761366147,-87.592086508
2023,THEFT,FROM BUILDING,APARTMENT,41.883078984,-87.651277292
2023,THEFT,OVER $500,STREET,41.881787275,-87.646810962
2023,ASSAULT,AGGRAVATED PROTECTED EMPLOYEE - HANDGUN,SCHOOL - PRIVATE GROUNDS,41.864217865,-87.702173146
2023,THEFT,OVER $500,STREET,41.710647037,-87.532942744
2023,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,41.82584526,-87.600559684
2023,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.859913531,-87.723771229
2023,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,STREET,41.895492647,-87.712994425
2023,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.910510999,-87.675849838
2023,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.754370025,-87.579713658
2023,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,41.804026024,-87.609724628
2023,ASSAULT,SIMPLE,STREET,41.751164599,-87.612198632
2023,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),41.936361724,-87.746790032
2023,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.931233198,-87.678826993
2023,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.790594827,-87.60613906
2023,DECEPTIVE PRACTICE,FORGERY,OTHER (SPECIFY),41.942073345,-87.822797982
2023,THEFT,RETAIL THEFT,SMALL RETAIL STORE,41.883475491,-87.627876969
2023,BURGLARY,UNLAWFUL ENTRY,APARTMENT,41.884485451,-87.628783943
2023,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,41.707139627,-87.625325518
2023,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,41.889936903,-87.637564113
2023,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,41.878083645,-87.741690431
2023,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,41.994517747,-87.663670346
2023,THEFT,OVER $500,SMALL RETAIL STORE,41.899734047,-87.624142375
2023,WEAPONS VIOLATION,UNLAWFUL USE - OTHER FIREARM,STREET,41.726347987,-87.600944104
2023,SEX OFFENSE,PUBLIC INDECENCY,RESIDENCE,41.946876067,-87.760074036
2023,ROBBERY,ARMED - HANDGUN,STREET,41.814190596,-87.59545419
2023,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CAR WASH,41.869812391,-87.744880147
2023,ASSAULT,SIMPLE,APARTMENT,41.82105117,-87.601443474
2023,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,41.893429717,-87.684329378
2023,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,41.866859553,-87.667012497
2023,ROBBERY,ATTEMPT AGGRAVATED,CONVENIENCE STORE,41.932012618,-87.640940116
2023,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,ALLEY,41.844145654,-87.732226216
2023,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,41.748465764,-87.668894176
2023,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,41.755201817,-87.645372621
2023,ASSAULT,SIMPLE,RESIDENCE,41.763182571,-87.607947822
2023,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,41.809060544,-87.607789943
2023,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.77282959,-87.623012547
2023,BATTERY,SIMPLE,BAR OR TAVERN,41.900557646,-87.686964399
2023,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),41.868116071,-87.632378118
2023,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.731619111,-87.572952842
2023,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,41.789653332,-87.682517007
2023,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,41.870357242,-87.653226285
2023,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS,APARTMENT,41.773511344,-87.570958858
2023,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,41.913600589,-87.761929679
2023,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,41.911702258,-87.642247138
2023,CRIMINAL DAMAGE,TO VEHICLE,OTHER (SPECIFY),42.002458857,-87.666872534
2023,ASSAULT,AGGRAVATED - OTHER FIREARM,STREET,41.757088684,-87.665162162
2023,THEFT,OVER $500,STREET,41.953996789,-87.689560639
2023,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,41.754607889,-87.565076854
2023,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),41.928822325,-87.687781609
2023,THEFT,OVER $500,STREET,41.737754892,-87.712598523
2023,THEFT,$500 AND UNDER,STREET,41.853676611,-87.622239838
2023,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,41.727990941,-87.662837093
2023,THEFT,OVER $500,HOTEL / MOTEL,41.810815929,-87.743241545
2023,BATTERY,SIMPLE,AIRPORT EXTERIOR - NON-SECURE AREA,41.995887231,-87.885208561
2023,BATTERY,SIMPLE,CTA TRAIN,41.750940757,-87.625185222
2023,THEFT,$500 AND UNDER,APARTMENT,41.773054421,-87.644613656
2023,ROBBERY,ARMED - HANDGUN,SIDEWALK,41.80872929,-87.655543811
2023,THEFT,FROM BUILDING,RESIDENCE,41.910967242,-87.701889158
2023,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.878770067,-87.733822305
2023,THEFT,OVER $500,RESIDENCE,41.964471957,-87.739023963
2023,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,41.93871321,-87.642631851
2023,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,41.789847106,-87.671759926
2023,NARCOTICS,POSSESS - BARBITURATES,STREET,41.879774973,-87.724529902
2023,ASSAULT,SIMPLE,ALLEY,41.924565836,-87.768442538
2023,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),41.775268726,-87.672591663
2023,NARCOTICS,FOUND SUSPECT NARCOTICS,ALLEY,41.961032104,-87.721010494
2023,BATTERY,AGGRAVATED - HANDGUN,STREET,41.872484426,-87.640892683
2023,THEFT,FROM BUILDING,HOTEL / MOTEL,41.886337253,-87.620687893
2023,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,41.790591824,-87.590231774
2023,OTHER OFFENSE,OTHER ARSON / EXPLOSIVE INCIDENT,VACANT LOT / LAND,41.930997868,-87.680391278
2023,THEFT,$500 AND UNDER,STREET,41.773552393,-87.699668081
2023,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,VACANT LOT / LAND,41.874282469,-87.731580409
2023,CRIMINAL TRESPASS,TO LAND,RESIDENCE,41.724285642,-87.643288473
2023,THEFT,RETAIL THEFT,DEPARTMENT STORE,41.952899941,-87.787735495
2023,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,RESIDENCE,41.949343283,-87.7825311
2023,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.802757161,-87.652661617
2023,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,41.682197673,-87.620645926
2023,BATTERY,DOMESTIC BATTERY SIMPLE,SMALL RETAIL STORE,41.882553868,-87.624383802
2023,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,41.851850721,-87.699406076
2023,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,41.857812994,-87.7042147
2023,BATTERY,SIMPLE,ALLEY,41.884894528,-87.627920116
2023,ROBBERY,ARMED - HANDGUN,STREET,41.729214083,-87.567017067
2023,THEFT,RETAIL THEFT,DEPARTMENT STORE,41.926404101,-87.792881805
2023,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,SIDEWALK,41.866331725,-87.666379171
2023,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.72292995,-87.605913481
2023,BATTERY,SIMPLE,STREET,41.891912441,-87.626726383
2023,BATTERY,AGGRAVATED - HANDGUN,APARTMENT,41.777838294,-87.615566126
2023,BURGLARY,FORCIBLE ENTRY,RESIDENCE - PORCH / HALLWAY,41.770886293,-87.569904852
2023,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.870094592,-87.73892969
2023,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,41.932812132,-87.64429052
2023,BATTERY,AGGRAVATED - HANDGUN,STREET,41.712156523,-87.635690312
2023,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,41.881738359,-87.751233791
2023,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,VEHICLE NON-COMMERCIAL,41.946696641,-87.69585741
2023,ASSAULT,SIMPLE,APARTMENT,41.991924702,-87.677491948
2023,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,41.711855353,-87.649043366
2023,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.961282922,-87.738443258
2023,THEFT,OVER $500,STREET,41.915596562,-87.704352956
2023,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.923319579,-87.731634297
2023,THEFT,$500 AND UNDER,STREET,41.684847301,-87.659540049
2023,ROBBERY,AGGRAVATED,APARTMENT,41.760108044,-87.56639671
2023,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS,APARTMENT,41.886782783,-87.729538737
2023,THEFT,OVER $500,STREET,41.772691757,-87.575250392
2023,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,41.776731803,-87.731594973
2023,THEFT,$500 AND UNDER,RESTAURANT,41.921823518,-87.648292686
2023,BATTERY,SIMPLE,CTA BUS,41.79639731,-87.723251281
2023,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,41.926330686,-87.726031415
2023,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,41.900672328,-87.663873069
2023,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER (SPECIFY),41.710888352,-87.553672774
2023,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,GAS STATION,41.773536673,-87.62999581
2023,NARCOTICS,POSSESS - CRACK,SIDEWALK,41.86998817,-87.72853294
2023,ROBBERY,AGGRAVATED,STREET,41.859836913,-87.70296877
2023,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.727336371,-87.611857052
2023,THEFT,$500 AND UNDER,STREET,41.729648829,-87.636145859
2023,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,41.84429114,-87.721321145
2023,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.749648975,-87.64886202
2023,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,41.805912213,-87.605085586
2023,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,41.940857568,-87.728955347
2023,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.851251157,-87.707674163
2023,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,42.001910513,-87.703407925
2023,THEFT,OVER $500,APARTMENT,41.945681536,-87.785198212
2023,ASSAULT,SIMPLE,APARTMENT,41.935970935,-87.745499907
2023,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.824933076,-87.623104662
2023,BURGLARY,UNLAWFUL ENTRY,CHA APARTMENT,41.728852906,-87.554118677
2023,BATTERY,SIMPLE,STREET,41.942351064,-87.649344776
2023,ASSAULT,SIMPLE,STREET,41.931586945,-87.742541322
2023,THEFT,RETAIL THEFT,SMALL RETAIL STORE,41.880366516,-87.6243529
2023,THEFT,OVER $500,STREET,41.933734981,-87.65874971
2023,BATTERY,SIMPLE,STREET,41.981480365,-87.836580782
2023,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,41.934987533,-87.785822701
2023,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.898077535,-87.723720644
2023,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,41.935649399,-87.770042721
2023,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,41.769490364,-87.683373357
2023,ASSAULT,AGGRAVATED - HANDGUN,STREET,41.824177767,-87.704441353
2023,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",HOSPITAL BUILDING / GROUNDS,41.903077492,-87.683673325
2023,THEFT,FROM BUILDING,STREET,41.761194251,-87.619988727
2023,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,RESIDENCE - GARAGE,41.879225851,-87.646636417
2023,THEFT,$500 AND UNDER,RESIDENCE,41.880932451,-87.760142384
2023,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,41.798740256,-87.599727986
2023,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,41.957033275,-87.750435117
2023,ASSAULT,SIMPLE,APARTMENT,41.882103874,-87.684752469
2023,THEFT,$500 AND UNDER,RESIDENCE,41.886302825,-87.714640454
2023,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,HOTEL / MOTEL,41.981579153,-87.836580014
2023,THEFT,RETAIL THEFT,DEPARTMENT STORE,41.883500187,-87.627876698
2023,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,41.671591057,-87.65144649
2023,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,41.93872015,-87.755130088
2023,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,41.702940813,-87.622214948
2023,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,41.766103356,-87.658994765
2023,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,41.894888404,-87.6273694
2023,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,CTA PLATFORM,41.885481891,-87.627935689
2023,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,OTHER (SPECIFY),41.936437422,-87.683867779
2023,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,41.743308911,-87.579472925
2023,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),41.866810739,-87.625817031
2023,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,41.994244155,-87.680970207
2023,ROBBERY,STRONG ARM - NO WEAPON,ALLEY,41.911053665,-87.64254437
2023,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,41.694395274,-87.652164994
2023,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.862895938,-87.711374933
2023,THEFT,OVER $500,OTHER (SPECIFY),41.942558918,-87.640076188
2023,THEFT,OVER $500,LAKEFRONT / WATERFRONT / RIVERBANK,41.962036566,-87.645883993
2023,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.897053179,-87.734003953
2023,THEFT,$500 AND UNDER,RESIDENCE,41.756922758,-87.645416548
2023,BURGLARY,UNLAWFUL ENTRY,APARTMENT,41.939286247,-87.73704156
2023,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER,STREET,41.779209169,-87.687000218
2023,BURGLARY,FORCIBLE ENTRY,RESIDENCE - PORCH / HALLWAY,41.965320149,-87.663314347
2023,THEFT,FROM BUILDING,RESIDENCE,41.673568531,-87.624932195
2023,ASSAULT,SIMPLE,SIDEWALK,41.857895239,-87.660153029
2023,THEFT,OVER $500,APARTMENT,41.803924191,-87.677791602
2023,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,41.784663771,-87.781526532
2023,THEFT,$500 AND UNDER,STREET,41.790350565,-87.622357111
2023,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,41.783674009,-87.596277178
2023,BATTERY,SIMPLE,BAR OR TAVERN,41.889179572,-87.633062369
2023,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.772580796,-87.637968692
2023,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,41.855762754,-87.726086481
2023,BATTERY,SIMPLE,LAKEFRONT / WATERFRONT / RIVERBANK,41.889202315,-87.617611457
2023,THEFT,OVER $500,MEDICAL / DENTAL OFFICE,41.880779076,-87.721377025
2023,BATTERY,SIMPLE,SIDEWALK,41.850510357,-87.734471644
2023,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,DEPARTMENT STORE,41.891404732,-87.628061509
2023,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.95071103,-87.774247989
2023,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.689977269,-87.660145545
2023,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,41.795333023,-87.704011974
2023,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,41.764566938,-87.590957351
2023,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - YARD (FRONT / BACK),41.89096918,-87.717405055
2023,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,41.714425333,-87.625249228
2023,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,41.726610474,-87.632471416
2023,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,SMALL RETAIL STORE,41.787380329,-87.624428666
2023,BURGLARY,FORCIBLE ENTRY,DRUG STORE,41.778340981,-87.703122242
2023,NARCOTICS,POSSESS - HEROIN (TAN / BROWN TAR),STREET,41.860110336,-87.726214213
2023,THEFT,$500 AND UNDER,RESTAURANT,41.830651986,-87.62664099
2023,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.88422651,-87.69676155
2023,ROBBERY,STRONG ARM - NO WEAPON,STREET,41.863370625,-87.659787222
2023,OTHER OFFENSE,VIOLATION GPS MONITORING DEVICE,RESIDENCE,41.949397804,-87.777898777
2023,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,41.911984807,-87.758196687
2023,THEFT,OVER $500,RESIDENCE,41.773539275,-87.645840246
2023,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,41.941794444,-87.726042749
2023,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,41.863375747,-87.656457451
2023,THEFT,$500 AND UNDER,APARTMENT,41.768893317,-87.620200363
2023,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,41.926878107,-87.723174596
2023,THEFT,OVER $500,STREET,41.949363956,-87.710343945
2023,THEFT,OVER $500,RESIDENCE,41.909067828,-87.671125509
2023,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,41.794406612,-87.583931489
2023,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,41.910006799,-87.715517428
2023,THEFT,OVER $500,BAR OR TAVERN,41.94670237,-87.656117076
2023,THEFT,$500 AND UNDER,STREET,41.89762715,-87.667335545
2023,ROBBERY,STRONG ARM - NO WEAPON,CONVENIENCE STORE,41.910292604,-87.634683257
2023,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.854751251,-87.651471903
2023,THEFT,FROM BUILDING,BAR OR TAVERN,41.90178302,-87.627995064
2023,WEAPONS VIOLATION,UNLAWFUL POSSESSION - OTHER FIREARM,APARTMENT,41.764581624,-87.561127448
2023,ROBBERY,ARMED - HANDGUN,STREET,41.845732157,-87.7172666
2023,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,SIDEWALK,41.878211232,-87.75761467
2023,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,41.945884366,-87.684591623
2023,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.789840107,-87.646256476
2023,THEFT,POCKET-PICKING,SMALL RETAIL STORE,41.893842714,-87.62422959
2023,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.883950423,-87.682269672
2023,THEFT,OVER $500,STREET,41.961882828,-87.647249731
2023,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,41.792894661,-87.622824055
2023,ASSAULT,SIMPLE,NURSING / RETIREMENT HOME,41.766309046,-87.565820675
2023,THEFT,OVER $500,APARTMENT,41.922961256,-87.696240713
2023,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,41.781438228,-87.653829409
2023,ASSAULT,SIMPLE,RESIDENCE,41.683331986,-87.636455717
2023,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT / GARAGE (NON RESIDENTIAL),41.930946496,-87.788962647
2023,THEFT,RETAIL THEFT,DEPARTMENT STORE,41.909289945,-87.647258453
2023,THEFT,OVER $500,STREET,41.757408372,-87.637194242
2023,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,41.688610361,-87.609536712
2023,BATTERY,SIMPLE,SIDEWALK,41.96106725,-87.718344521
2023,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,41.778684897,-87.721047092
2023,THEFT,$500 AND UNDER,SIDEWALK,41.843287513,-87.654551639
2023,THEFT,OVER $500,APARTMENT,41.929033442,-87.652125638
2023,ASSAULT,SIMPLE,CHA APARTMENT,41.865886943,-87.709308384
2023,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,ALLEY,41.752220731,-87.606469743
2023,CRIMINAL TRESPASS,TO LAND,GAS STATION,41.765253769,-87.615255549
2023,THEFT,RETAIL THEFT,SMALL RETAIL STORE,41.891694878,-87.626155832
2023,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,41.787222215,-87.63175297
2023,THEFT,$500 AND UNDER,PARK PROPERTY,41.864822916,-87.656618405
2023,ASSAULT,AGGRAVATED - HANDGUN,STREET,41.846245862,-87.628139319
2023,BATTERY,SIMPLE,OTHER (SPECIFY),41.706827231,-87.652652695
2023,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,41.753550282,-87.647757761
2023,THEFT,ATTEMPT THEFT,STREET,42.000045357,-87.794698273
2023,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,41.772656659,-87.569949846
2023,BATTERY,SIMPLE,RESTAURANT,41.952092246,-87.834603295
2023,CRIMINAL TRESPASS,TO LAND,TAVERN / LIQUOR STORE,41.808584003,-87.665881774
2023,ASSAULT,SIMPLE,RESIDENCE,41.679316937,-87.676996821
2023,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,42.017104208,-87.669177854
2023,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,ALLEY,42.007893927,-87.666672308
2023,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.805600157,-87.591910619
2023,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.751234921,-87.67559774
2023,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,41.753326835,-87.667154546
2023,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),41.967716755,-87.77252551
2023,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,AUTO / BOAT / RV DEALERSHIP,41.90558169,-87.659637609
2023,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,41.912608839,-87.726418685
2023,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.789917757,-87.648690493
2023,THEFT,RETAIL THEFT,DEPARTMENT STORE,41.740918989,-87.631967753
2023,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.771989936,-87.623472718
2023,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,41.899663155,-87.670142762
2023,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,41.75821748,-87.59321495
2023,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,41.785289523,-87.722942263
2023,ROBBERY,ARMED - HANDGUN,ALLEY,41.823125769,-87.602725951
2023,THEFT,RETAIL THEFT,TAVERN / LIQUOR STORE,41.912406937,-87.680602833
2023,THEFT,POCKET-PICKING,RESTAURANT,41.885191719,-87.624486846
2023,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,41.904788982,-87.692791986
2023,THEFT,OVER $500,STREET,41.907414907,-87.674309284
2023,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,41.954881682,-87.669066936
2023,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.906439449,-87.709960599
2023,THEFT,$500 AND UNDER,STREET,41.896949143,-87.632716707
2023,THEFT,$500 AND UNDER,STREET,41.970667336,-87.756029022
2023,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,CTA PARKING LOT / GARAGE / OTHER PROPERTY,41.978108446,-87.904122758
2023,THEFT,$500 AND UNDER,STREET,41.784754925,-87.588143196
2023,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,41.953714878,-87.723370884
2023,BATTERY,SIMPLE,CTA BUS,41.92369413,-87.802579895
2023,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.906646941,-87.637628832
2023,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.784941267,-87.730267886
